invalid,valid,operations
627525056,+33627525056,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
e24051 35 5,+33324051355,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
+65877s3044,+6587753044,keep|keep|keep|keep|keep|keep|replace_5|keep|keep|keep|keep
602987957,+33602987957,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
+916 121494 556,+916121494556,keep|keep|keep|keep|delete|keep|keep|keep|keep|keep|keep|delete|keep|keep|keep
2148536946,+912148536946,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+44 83 08018202,+448308018202,keep|keep|keep|delete|keep|keep|delete|keep|keep|keep|keep|keep|keep|keep|keep
9069920042,+19069920042,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
16473734,+6516473734,insert_country|keep|keep|keep|keep|keep|keep|keep|keep
+61384336l32,+61384336132,keep|keep|keep|keep|keep|keep|keep|keep|keep|replace_1|keep|keep
+1283b145a10,+12838145210,keep|keep|keep|keep|keep|replace_8|keep|keep|keep|replace_2|keep|keep
+4411 05407742,+441105407742,keep|keep|keep|keep|keep|delete|keep|keep|keep|keep|keep|keep|keep|keep
663857631,+61663857631,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
770 03 090,+6577003090,insert_country|keep|keep|keep|keep|keep|keep|keep|keep
9539481228,+19539481228,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
4555050595,+444555050595,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+6l5l4924213,+61514924213,keep|keep|replace_1|keep|replace_1|keep|keep|keep|keep|keep|keep|keep
506 76 3607,+61506763607,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
5072353784,+15072353784,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+6515568097,+6515568097,keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
66072439294,+8666072439294,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
8524782411,+18524782411,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+865ag47415171,+8652947415171,keep|keep|keep|keep|replace_2|replace_9|keep|keep|keep|keep|keep|keep|keep|keep
+3e73787e458,+33737873458,keep|keep|replace_3|keep|keep|keep|keep|keep|replace_3|keep|keep|keep
+6527 2938 31,+6527293831,keep|keep|keep|keep|keep|delete|keep|keep|keep|keep|delete|keep|keep
5518541906,+915518541906,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
640430918,+61640430918,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
3749613307,+443749613307,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
319442701,+33319442701,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
39068463,+6539068463,insert_country|keep|keep|keep|keep|keep|keep|keep|keep
+b647368534733,+8647368534733,keep|replace_8|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
4914757439,+914914757439,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
8091 55 07e6,+448091550736,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
023276261,+33023276261,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
+339487se25b,+33948753258,keep|keep|keep|keep|keep|keep|keep|replace_5|replace_3|keep|keep|replace_8
+44710  9514060,+447109514060,keep|keep|keep|keep|keep|keep|delete|delete|keep|keep|keep|keep|keep|keep|keep
1539 35 119,+61153935119,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
6785157905,+446785157905,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
93223283,+6593223283,insert_country|keep|keep|keep|keep|keep|keep|keep|keep
+860992e3b5263,+8609923385263,keep|keep|keep|keep|keep|keep|keep|replace_3|keep|replace_8|keep|keep|keep|keep
+86653804o905s,+8665380409055,keep|keep|keep|keep|keep|keep|keep|keep|keep|replace_0|keep|keep|keep|replace_5
13816395,+6513816395,insert_country|keep|keep|keep|keep|keep|keep|keep|keep
+61 7565642 59,+61756564259,keep|keep|keep|delete|keep|keep|keep|keep|keep|keep|keep|delete|keep|keep
+6 10 34967050,+61034967050,keep|keep|delete|keep|keep|delete|keep|keep|keep|keep|keep|keep|keep|keep
175 32 s542,+61175325542,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
606085660,+61606085660,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
+44278751l968,+442787511968,keep|keep|keep|keep|keep|keep|keep|keep|keep|replace_1|keep|keep|keep
+6562la19l3,+6562121913,keep|keep|keep|keep|keep|replace_1|replace_2|keep|keep|replace_1|keep
+336808124g3,+33680812493,keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|replace_9|keep
+91499g41097a,+914999410972,keep|keep|keep|keep|keep|keep|replace_9|keep|keep|keep|keep|keep|replace_2
+6128a45o860,+61282450860,keep|keep|keep|keep|keep|replace_2|keep|keep|replace_0|keep|keep|keep
+6120712 6 997,+61207126997,keep|keep|keep|keep|keep|keep|keep|keep|delete|keep|delete|keep|keep|keep
0076189680,+440076189680,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+441593  115853,+441593115853,keep|keep|keep|keep|keep|keep|keep|delete|delete|keep|keep|keep|keep|keep|keep
2368417 81 9,+912368417819,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
0462649760,+10462649760,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
587558387,+33587558387,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
+6136a274475,+61362274475,keep|keep|keep|keep|keep|replace_2|keep|keep|keep|keep|keep|keep
+658 59274 10,+6585927410,keep|keep|keep|keep|delete|keep|keep|keep|keep|keep|delete|keep|keep
7171 62 3o90,+17171623090,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
17669240933,+8617669240933,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+8664o479710l5,+8664047971015,keep|keep|keep|keep|keep|replace_0|keep|keep|keep|keep|keep|keep|replace_1|keep
+86081789783 12,+8608178978312,keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|delete|keep|keep
+8622996747831,+8622996747831,keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
99014949,+6599014949,insert_country|keep|keep|keep|keep|keep|keep|keep|keep
+9181572l0035,+918157210035,keep|keep|keep|keep|keep|keep|keep|keep|replace_1|keep|keep|keep|keep
+44o7g024g977,+440790249977,keep|keep|keep|replace_0|keep|replace_9|keep|keep|keep|replace_9|keep|keep|keep
+4481903 86889,+448190386889,keep|keep|keep|keep|keep|keep|keep|keep|delete|keep|keep|keep|keep|keep
+86181717215s0,+8618171721550,keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|replace_5|keep
+610357 79645,+61035779645,keep|keep|keep|keep|keep|keep|keep|delete|keep|keep|keep|keep|keep
+8622350 139879,+8622350139879,keep|keep|keep|keep|keep|keep|keep|keep|delete|keep|keep|keep|keep|keep|keep
+6s56525651,+6556525651,keep|keep|replace_5|keep|keep|keep|keep|keep|keep|keep|keep
9994388829,+19994388829,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
2945521538,+912945521538,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+861 4238948498,+8614238948498,keep|keep|keep|keep|delete|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+91290113 5150,+912901135150,keep|keep|keep|keep|keep|keep|keep|keep|keep|delete|keep|keep|keep|keep
+610327o8b54,+61032708854,keep|keep|keep|keep|keep|keep|keep|replace_0|keep|replace_8|keep|keep
+6l9040l7293,+61904017293,keep|keep|replace_1|keep|keep|keep|keep|replace_1|keep|keep|keep|keep
+3 3772393315,+33772393315,keep|keep|delete|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
8361906529,+18361906529,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+9l068o1l5450,+910680115450,keep|keep|replace_1|keep|keep|keep|replace_0|keep|replace_1|keep|keep|keep|keep
+6588146420,+6588146420,keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
1421231172,+11421231172,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
42592734246,+8642592734246,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
013829483,+61013829483,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
+6565369226,+6565369226,keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+1285e9g9184,+12853999184,keep|keep|keep|keep|keep|replace_3|keep|replace_9|keep|keep|keep|keep
+44058884902  7,+440588849027,keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|delete|delete|keep
141898238,+61141898238,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
+33182541 825,+33182541825,keep|keep|keep|keep|keep|keep|keep|keep|keep|delete|keep|keep|keep
+444524529198,+444524529198,keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
3885885420,+913885885420,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+1o5460o7575,+10546007575,keep|keep|replace_0|keep|keep|keep|keep|replace_0|keep|keep|keep|keep
308830051,+61308830051,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
1636631899,+441636631899,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
7387681344,+17387681344,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
8492764060,+18492764060,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+15617647153,+15617647153,keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
416673892,+61416673892,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
196916 20 77,+911969162077,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
776457 42 88,+917764574288,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
67445644,+6567445644,insert_country|keep|keep|keep|keep|keep|keep|keep|keep
6659115846,+16659115846,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+65595 53435,+6559553435,keep|keep|keep|keep|keep|keep|delete|keep|keep|keep|keep|keep
2641846697,+912641846697,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
287981307,+33287981307,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
65271018445,+8665271018445,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
7678 14 l733,+17678141733,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
475749858,+61475749858,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
+447415a05702,+447415205702,keep|keep|keep|keep|keep|keep|keep|replace_2|keep|keep|keep|keep|keep
5856 19 e41,+33585619341,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
7987484734,+17987484734,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+44e45e93566e,+443453935663,keep|keep|keep|replace_3|keep|keep|replace_3|keep|keep|keep|keep|keep|replace_3
+91e547l5153o,+913547151530,keep|keep|keep|replace_3|keep|keep|keep|replace_1|keep|keep|keep|keep|replace_0
+8686 314718456,+8686314718456,keep|keep|keep|keep|keep|delete|keep|keep|keep|keep|keep|keep|keep|keep|keep
2020468399,+912020468399,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
203855604,+33203855604,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
61462104437,+8661462104437,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
348203956,+33348203956,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
504274 67 711,+8650427467711,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+8 690752702850,+8690752702850,keep|keep|delete|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
4371570206,+14371570206,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
87238954400,+8687238954400,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+44904267954g,+449042679549,keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|replace_9
+655a33578b,+6552335788,keep|keep|keep|keep|replace_2|keep|keep|keep|keep|keep|replace_8
24778035432,+8624778035432,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+19230o9b393,+19230098393,keep|keep|keep|keep|keep|keep|replace_0|keep|replace_8|keep|keep|keep
+175b31b7177,+17583187177,keep|keep|keep|keep|replace_8|keep|keep|replace_8|keep|keep|keep|keep
+44558l977013,+445581977013,keep|keep|keep|keep|keep|keep|replace_1|keep|keep|keep|keep|keep|keep
+3 3 065457545,+33065457545,keep|keep|delete|keep|delete|keep|keep|keep|keep|keep|keep|keep|keep|keep
+332825 89498,+33282589498,keep|keep|keep|keep|keep|keep|keep|delete|keep|keep|keep|keep|keep
8737128931,+18737128931,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
867260521,+33867260521,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
858747170,+61858747170,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
360621812,+33360621812,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
+8666bg7554155,+8666897554155,keep|keep|keep|keep|keep|replace_8|replace_9|keep|keep|keep|keep|keep|keep|keep
+6l32038666e,+61320386663,keep|keep|replace_1|keep|keep|keep|keep|keep|keep|keep|keep|replace_3
+14971997985,+14971997985,keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+338097786 89,+33809778689,keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|delete|keep|keep
2563913539,+12563913539,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+1096825 8837,+10968258837,keep|keep|keep|keep|keep|keep|keep|keep|delete|keep|keep|keep|keep
+652 3896750,+6523896750,keep|keep|keep|keep|delete|keep|keep|keep|keep|keep|keep|keep
2837314232,+912837314232,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+86865983 52299,+8686598352299,keep|keep|keep|keep|keep|keep|keep|keep|keep|delete|keep|keep|keep|keep|keep
1616273831,+11616273831,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+91 7288927551,+917288927551,keep|keep|keep|delete|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
48916419249,+8648916419249,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
055067290,+33055067290,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
8364885490,+18364885490,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
81l226 01 08,+918112260108,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
042127701,+61042127701,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
0s9 77 677,+6505977677,insert_country|keep|keep|keep|keep|keep|keep|keep|keep
+4 47734448830,+447734448830,keep|keep|delete|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
303671847,+33303671847,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
+443324103551,+443324103551,keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+33 137242737,+33137242737,keep|keep|keep|delete|keep|keep|keep|keep|keep|keep|keep|keep|keep
+6196go33364,+61969033364,keep|keep|keep|keep|keep|replace_9|replace_0|keep|keep|keep|keep|keep
+3 317387448 4,+33173874484,keep|keep|delete|keep|keep|keep|keep|keep|keep|keep|keep|keep|delete|keep
701541s 62 73,+8670154156273,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+614887784b5,+61488778485,keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|replace_8|keep
+125g4372132,+12594372132,keep|keep|keep|keep|replace_9|keep|keep|keep|keep|keep|keep|keep
8421550646,+448421550646,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+91650o120g1l,+916500120911,keep|keep|keep|keep|keep|keep|replace_0|keep|keep|keep|replace_9|keep|replace_1
4200129946,+444200129946,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
5515453082,+445515453082,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+6536338sbl,+6536338581,keep|keep|keep|keep|keep|keep|keep|keep|replace_5|replace_8|replace_1
2106749830,+442106749830,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
7498572285,+917498572285,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
36679677603,+8636679677603,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+868g784494167,+8689784494167,keep|keep|keep|keep|replace_9|keep|keep|keep|keep|keep|keep|keep|keep|keep
+14870776051,+14870776051,keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+619040844 32,+61904084432,keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|delete|keep|keep
+65o4469005,+6504469005,keep|keep|keep|replace_0|keep|keep|keep|keep|keep|keep|keep
44053577283,+8644053577283,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+1 47647034 35,+14764703435,keep|keep|delete|keep|keep|keep|keep|keep|keep|keep|keep|delete|keep|keep
+6ll061879o2,+61106187902,keep|keep|replace_1|replace_1|keep|keep|keep|keep|keep|keep|replace_0|keep
12988172,+6512988172,insert_country|keep|keep|keep|keep|keep|keep|keep|keep
+6l972750116,+61972750116,keep|keep|replace_1|keep|keep|keep|keep|keep|keep|keep|keep|keep
1995184631,+911995184631,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
4033185851,+914033185851,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+6 530704 803,+6530704803,keep|keep|delete|keep|keep|keep|keep|keep|keep|delete|keep|keep|keep
+61269o43342,+61269043342,keep|keep|keep|keep|keep|keep|replace_0|keep|keep|keep|keep|keep
+86067136513a8,+8606713651328,keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|replace_2|keep
124 54 00696,+441245400696,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+615s8900954,+61558900954,keep|keep|keep|keep|replace_5|keep|keep|keep|keep|keep|keep|keep
5107584769,+915107584769,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+3335b884e59,+33358884359,keep|keep|keep|keep|keep|replace_8|keep|keep|keep|replace_3|keep|keep
940444284,+33940444284,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
+9187s8610a38,+918758610238,keep|keep|keep|keep|keep|replace_5|keep|keep|keep|keep|replace_2|keep|keep
18s4166 l9 5,+911854166195,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
705241350,+33705241350,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
844 59 28238,+448445928238,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+65ege11985,+6539311985,keep|keep|keep|replace_3|replace_9|replace_3|keep|keep|keep|keep|keep
5166063328,+915166063328,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+86 277974627 91,+8627797462791,keep|keep|keep|delete|keep|keep|keep|keep|keep|keep|keep|keep|keep|delete|keep|keep
91240892,+6591240892,insert_country|keep|keep|keep|keep|keep|keep|keep|keep
02638648,+6502638648,insert_country|keep|keep|keep|keep|keep|keep|keep|keep
+61 7 73038902,+61773038902,keep|keep|keep|delete|keep|delete|keep|keep|keep|keep|keep|keep|keep|keep
8926 92 7874,+18926927874,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
68810 65 9,+6568810659,insert_country|keep|keep|keep|keep|keep|keep|keep|keep
806445128,+61806445128,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
+65228822s0,+6522882250,keep|keep|keep|keep|keep|keep|keep|keep|keep|replace_5|keep
+6582870b77,+6582870877,keep|keep|keep|keep|keep|keep|keep|keep|replace_8|keep|keep
+44s758479l40,+445758479140,keep|keep|keep|replace_5|keep|keep|keep|keep|keep|keep|replace_1|keep|keep
+650a786366,+6502786366,keep|keep|keep|keep|replace_2|keep|keep|keep|keep|keep|keep
+3e35b546l76,+33358546176,keep|keep|replace_3|keep|keep|replace_8|keep|keep|keep|replace_1|keep|keep
5685549939,+445685549939,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
40126026513,+8640126026513,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+86417950l3280,+8641795013280,keep|keep|keep|keep|keep|keep|keep|keep|keep|replace_1|keep|keep|keep|keep
67243883,+6567243883,insert_country|keep|keep|keep|keep|keep|keep|keep|keep
2145833302,+12145833302,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+650 498 0619,+6504980619,keep|keep|keep|keep|delete|keep|keep|keep|delete|keep|keep|keep|keep
+6597865787,+6597865787,keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
518 74 928,+6551874928,insert_country|keep|keep|keep|keep|keep|keep|keep|keep
67949 95 760,+16794995760,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
18047303440,+8618047303440,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
94864802,+6594864802,insert_country|keep|keep|keep|keep|keep|keep|keep|keep
681512051,+33681512051,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
+6553061561,+6553061561,keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+3333473828l,+33334738281,keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|replace_1
596338379,+33596338379,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
+8619416968342,+8619416968342,keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
636012 44 68,+916360124468,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
7365704288,+917365704288,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+44143673 28 76,+441436732876,keep|keep|keep|keep|keep|keep|keep|keep|keep|delete|keep|keep|delete|keep|keep
+610396522e9,+61039652239,keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|replace_3|keep
+86865411588o6,+8686541158806,keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|replace_0|keep
+44375695b9g8,+443756958998,keep|keep|keep|keep|keep|keep|keep|keep|keep|replace_8|keep|replace_9|keep
2623897557,+12623897557,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+6s46272399,+6546272399,keep|keep|replace_5|keep|keep|keep|keep|keep|keep|keep|keep
233399208,+61233399208,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
+65a1550394,+6521550394,keep|keep|keep|replace_2|keep|keep|keep|keep|keep|keep|keep
253323729,+61253323729,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
09582122,+6509582122,insert_country|keep|keep|keep|keep|keep|keep|keep|keep
3769876529,+913769876529,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+861s063044573,+8615063044573,keep|keep|keep|keep|replace_5|keep|keep|keep|keep|keep|keep|keep|keep|keep
+9193164b68g9,+919316486899,keep|keep|keep|keep|keep|keep|keep|keep|replace_8|keep|keep|replace_9|keep
+6s315b7245,+6531587245,keep|keep|replace_5|keep|keep|keep|replace_8|keep|keep|keep|keep
+3313 682997 8,+33136829978,keep|keep|keep|keep|keep|delete|keep|keep|keep|keep|keep|keep|delete|keep
+3339968b899,+33399688899,keep|keep|keep|keep|keep|keep|keep|keep|replace_8|keep|keep|keep
+65s6125243,+6556125243,keep|keep|keep|replace_5|keep|keep|keep|keep|keep|keep|keep
+b666029079432,+8666029079432,keep|replace_8|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+334 17154597,+33417154597,keep|keep|keep|keep|delete|keep|keep|keep|keep|keep|keep|keep|keep
+6162949e878,+61629493878,keep|keep|keep|keep|keep|keep|keep|keep|replace_3|keep|keep|keep
416492625,+61416492625,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
91854474770,+8691854474770,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
1330996047,+11330996047,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
9242e2 41 82,+919242324182,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
7857150926,+447857150926,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
62774114,+6562774114,insert_country|keep|keep|keep|keep|keep|keep|keep|keep
+8634o62997871,+8634062997871,keep|keep|keep|keep|keep|replace_0|keep|keep|keep|keep|keep|keep|keep|keep
948 11 2439,+61948112439,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
+9170o56772e8,+917005677238,keep|keep|keep|keep|keep|replace_0|keep|keep|keep|keep|keep|replace_3|keep
8524089960,+918524089960,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
2319038882,+442319038882,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
29737 67 178,+12973767178,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
8776 41 441,+33877641441,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
+g16157522612,+916157522612,keep|replace_9|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+9l14s7644152,+911457644152,keep|keep|replace_1|keep|keep|replace_5|keep|keep|keep|keep|keep|keep|keep
8305492470,+918305492470,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
311128433,+61311128433,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
905 37 62433,+19053762433,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
310937413,+61310937413,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
416 43 7l0s9,+444164371059,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+61845626257,+61845626257,keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+8616e59115709,+8616359115709,keep|keep|keep|keep|keep|replace_3|keep|keep|keep|keep|keep|keep|keep|keep
7045 39 9174,+917045399174,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+9  10257434310,+910257434310,keep|keep|delete|delete|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
7928529666,+917928529666,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
52322042,+6552322042,insert_country|keep|keep|keep|keep|keep|keep|keep|keep
+3e838113340,+33838113340,keep|keep|replace_3|keep|keep|keep|keep|keep|keep|keep|keep|keep
9952345885,+919952345885,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+6592449e20,+6592449320,keep|keep|keep|keep|keep|keep|keep|keep|replace_3|keep|keep
7372758407,+917372758407,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
416466448,+61416466448,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
+6s70e1a530,+6570312530,keep|keep|replace_5|keep|keep|replace_3|keep|replace_2|keep|keep|keep
24479686125,+8624479686125,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
549 47 7282,+33549477282,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
8002622370,+18002622370,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
76372968533,+8676372968533,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
22068268,+6522068268,insert_country|keep|keep|keep|keep|keep|keep|keep|keep
+11236808943,+11236808943,keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
